,model,tokenizer,vectorizer,ngram,random_state,data_type,accuracy,dem_precision,rep_precision,dem_recall,rep_recall,null_accuracy,lift
143,LogisticRegression,SPACY,TFIDF,"(1, 1)",15,Dirty,0.8255146552383867,0.8314081765087605,0.8170458784035808,0.8671991336131041,0.7713028169014085,0.5653172112956302,1.4602680384459186
144,MultinomialNB,SPACY,TFIDF,"(1, 1)",16,Dirty,0.7937552613453739,0.7554335894621296,0.8819812989638615,0.9364539393114709,0.6103532703742567,0.56240912221627,1.4113484827867737
145,LogisticRegression,SPACY,TFIDF,"(1, 1)",16,Dirty,0.8176322032601209,0.8217154703291008,0.8117405122452795,0.8629745543611376,0.7593564183280868,0.56240912221627,1.453803238535855
146,MultinomialNB,SPACY,TFIDF,"(1, 1)",17,Dirty,0.7940613759853065,0.7585712710836733,0.8746246246246246,0.9321322134922785,0.6147757255936676,0.5649345679957144,1.405581143321593
147,LogisticRegression,SPACY,TFIDF,"(1, 1)",17,Dirty,0.8185505471799189,0.8252628845904193,0.8089112602535421,0.8611487401788134,0.7632365875109939,0.5649345679957144,1.448929829314549
148,MultinomialNB,SPACY,TFIDF,"(1, 1)",18,Dirty,0.8011020127037576,0.7638274336283186,0.8847777501862428,0.9370335187949518,0.6253071253071253,0.5639396954159333,1.4205455285656128
149,LogisticRegression,SPACY,TFIDF,"(1, 1)",18,Dirty,0.8200045917195989,0.8228858282919295,0.8157795394488486,0.86755326367214,0.7585117585117586,0.5639396954159333,1.454064323517438
150,MultinomialNB,SPACY,TFIDF,"(1, 1)",19,Dirty,0.8094436366419224,0.7776284850520658,0.8781431334622823,0.932339911397503,0.6464934140263439,0.5700619882145863,1.4199221371996242
151,LogisticRegression,SPACY,TFIDF,"(1, 1)",19,Dirty,0.8202341776995484,0.835438042620363,0.799085086916743,0.8525976641159887,0.7773228907084372,0.5700619882145863,1.438850852463418
152,MultinomialNB,SPACY,TFIDF,"(1, 1)",20,Dirty,0.8003367261039259,0.7610481900954918,0.8874661413444964,0.9374914512378607,0.626129256428075,0.5595010331369098,1.430447271235125
153,LogisticRegression,SPACY,TFIDF,"(1, 1)",20,Dirty,0.8200811203795821,0.826229939489608,0.8115279048490394,0.8591163999452879,0.7705003474635164,0.5595010331369098,1.465736561345917
154,MultinomialNB,SPACY,TFIDF,"(1, 2)",10,Dirty,0.7653631284916201,0.7127414673205885,0.9362808842652796,0.973213065463988,0.5008695652173913,0.5599602050968088,1.3668170015033483
155,LogisticRegression,SPACY,TFIDF,"(1, 2)",10,Dirty,0.8161781587204409,0.8079188071670217,0.8291388124262682,0.8812354790214569,0.7333913043478261,0.5599602050968088,1.4575645756457565
156,MultinomialNB,SPACY,TFIDF,"(1, 2)",11,Dirty,0.7678885742710645,0.7160233212706072,0.9333119589612056,0.9716273359705361,0.5074965132496513,0.561031606336573,1.3687082253444278
157,LogisticRegression,SPACY,TFIDF,"(1, 2)",11,Dirty,0.8194688910997169,0.8164460285132383,0.8240260986374977,0.874914745600873,0.74860529986053,0.561031606336573,1.4606465693629793
158,MultinomialNB,SPACY,TFIDF,"(1, 2)",12,Dirty,0.7747761536695492,0.7222166449151691,0.9433354797166774,0.9761194029850746,0.5143057749692821,0.5640162240759165,1.373677069199457
159,LogisticRegression,SPACY,TFIDF,"(1, 2)",12,Dirty,0.8180148465600368,0.8158694001518603,0.821297192642788,0.8747625508819539,0.7446024223275408,0.5640162240759165,1.4503392130257802
160,MultinomialNB,SPACY,TFIDF,"(1, 2)",13,Dirty,0.7638325552919568,0.7115981186830782,0.933636955107352,0.9721120984278879,0.4989568845618915,0.5598071477768424,1.3644565960355435
161,LogisticRegression,SPACY,TFIDF,"(1, 2)",13,Dirty,0.8160251014004745,0.8104690858515615,0.8245443970531213,0.8762816131237184,0.7393949930458971,0.5598071477768424,1.4576896787423104
162,MultinomialNB,SPACY,TFIDF,"(1, 2)",14,Dirty,0.7580163771332364,0.7037147694452743,0.9382022471910112,0.9742175651454571,0.48830409356725146,0.5550623708578862,1.3656418033917002
163,LogisticRegression,SPACY,TFIDF,"(1, 2)",14,Dirty,0.8099028086018214,0.8024863630597489,0.8211805555555556,0.8721908175927202,0.7321981424148607,0.5550623708578862,1.4591203639873158
164,MultinomialNB,SPACY,TFIDF,"(1, 2)",15,Dirty,0.7777607714088927,0.7258438287153652,0.9417568427753024,0.9752267496954109,0.5209507042253522,0.5653172112956302,1.3757953160958443
165,LogisticRegression,SPACY,TFIDF,"(1, 2)",15,Dirty,0.8203872350195148,0.8189873417721519,0.8225275788658796,0.875863002572086,0.7482394366197183,0.5653172112956302,1.4511980506294844
166,MultinomialNB,SPACY,TFIDF,"(1, 2)",16,Dirty,0.7640621412719063,0.7112717908082409,0.9434533826994278,0.9771397469043407,0.4902063658621896,0.56240912221627,1.358552183970608
167,LogisticRegression,SPACY,TFIDF,"(1, 2)",16,Dirty,0.8140353562409122,0.8084012539184953,0.8228593872741555,0.8772622125459246,0.732773697096887,0.56240912221627,1.447407810586474
168,MultinomialNB,SPACY,TFIDF,"(1, 2)",17,Dirty,0.767199816331216,0.7172172172172172,0.929476763080923,0.9706041723110268,0.5030782761653474,0.5649345679957144,1.3580330533730696
169,LogisticRegression,SPACY,TFIDF,"(1, 2)",17,Dirty,0.8141884135608786,0.8127525252525253,0.816397901690305,0.8719859116770523,0.7391380826737027,0.5649345679957144,1.4412083446220536
170,MultinomialNB,SPACY,TFIDF,"(1, 2)",18,Dirty,0.7691895614907783,0.7181517490227524,0.9339805825242719,0.9723164608495046,0.5064935064935064,0.5639396954159333,1.3639571176550416
171,LogisticRegression,SPACY,TFIDF,"(1, 2)",18,Dirty,0.8138057702609627,0.8089634451677516,0.821421539673164,0.8769168136789253,0.7321867321867321,0.5639396954159333,1.4430723300312118
172,MultinomialNB,SPACY,TFIDF,"(1, 2)",19,Dirty,0.780286217188337,0.7313991103922362,0.9325984251968504,0.9712713115854477,0.5270558917764329,0.5700619882145863,1.3687743321251176
173,LogisticRegression,SPACY,TFIDF,"(1, 2)",19,Dirty,0.8179383179000536,0.8238375063873276,0.8091238786027868,0.8657537924553631,0.7545389818440726,0.5700619882145863,1.434823466237079
174,MultinomialNB,SPACY,TFIDF,"(1, 2)",20,Dirty,0.7652865998316369,0.711988011988012,0.9398102715080144,0.9748324442620708,0.499131341209173,0.5595010331369098,1.367801942278758
175,LogisticRegression,SPACY,TFIDF,"(1, 2)",20,Dirty,0.8144945282008113,0.80918638491712,0.8226181254841208,0.8747093420872658,0.7380125086865879,0.5595010331369098,1.4557516071672822
176,MultinomialNB,NTLK,Count,"(1, 1)",10,Clean,0.8402081579551542,0.8466127535463344,0.8314627081824765,0.8727620609539428,0.7987826086956522,0.5599602050968088,1.5004783381167146
177,LogisticRegression,NTLK,Count,"(1, 1)",10,Clean,0.8503099410729318,0.8625727039091032,0.8343320408882623,0.8715320486538198,0.823304347826087,0.5599602050968088,1.5185185185185184
178,MultinomialNB,NTLK,Count,"(1, 1)",11,Clean,0.8355399096961812,0.8398478488982162,0.8295057872496785,0.8734142681762379,0.7871338912133892,0.561031606336573,1.4892920474696494
179,LogisticRegression,NTLK,Count,"(1, 1)",11,Clean,0.8404377439351037,0.8533135775862069,0.823498139287613,0.8641385895512208,0.8101464435146444,0.561031606336573,1.4980220979402539
180,MultinomialNB,NTLK,Count,"(1, 1)",12,Clean,0.8376061835157267,0.8437254388263034,0.8290079145959874,0.8739484396200814,0.7905915394067052,0.5640162240759165,1.4850746268656716
181,LogisticRegression,NTLK,Count,"(1, 1)",12,Clean,0.8402846866151373,0.8520591763294683,0.8244069015097053,0.8674355495251017,0.8051606108478147,0.5640162240759165,1.4898236092265942
182,MultinomialNB,NTLK,Count,"(1, 1)",13,Clean,0.8340858651565011,0.8392880685563613,0.8268879970813572,0.8702665755297334,0.7880737134909597,0.5598071477768424,1.489952153110048
183,LogisticRegression,NTLK,Count,"(1, 1)",13,Clean,0.84059080125507,0.8549525101763907,0.8220115850447604,0.8613807245386192,0.8141515994436718,0.5598071477768424,1.501572112098428
184,MultinomialNB,NTLK,Count,"(1, 1)",14,Clean,0.832631820616821,0.8354966887417219,0.8287112561174551,0.8697090858954916,0.7863777089783281,0.5550623708578862,1.5000689369915898
185,LogisticRegression,NTLK,Count,"(1, 1)",14,Clean,0.8405142725950868,0.8511071865235702,0.8268489309498773,0.8637805046187784,0.8114895080839353,0.5550623708578862,1.5142699572590652
186,MultinomialNB,NTLK,Count,"(1, 1)",15,Clean,0.8408203872350195,0.8468174094889557,0.8323485967503693,0.877081359144443,0.793661971830986,0.5653172112956302,1.4873426289427374
187,LogisticRegression,NTLK,Count,"(1, 1)",15,Clean,0.8451059921940767,0.8614368513276722,0.8236543909348442,0.8651685393258427,0.8190140845070423,0.5653172112956302,1.4949235142818467
188,MultinomialNB,NTLK,Count,"(1, 1)",16,Clean,0.8333971072166526,0.8354085603112841,0.8305021467239126,0.8764457749353654,0.7780692549842603,0.56240912221627,1.4818342631650563
189,LogisticRegression,NTLK,Count,"(1, 1)",16,Clean,0.8399020433152216,0.8505134017869049,0.8256106321839081,0.8678731800244931,0.8039524309199021,0.56240912221627,1.493400462647979
190,MultinomialNB,NTLK,Count,"(1, 1)",17,Clean,0.8343919797964338,0.8401564537157757,0.8261997405966277,0.8729341641831482,0.7843447669305189,0.5649345679957144,1.4769710105662421
191,LogisticRegression,NTLK,Count,"(1, 1)",17,Clean,0.8384479987755414,0.8527640208807389,0.8193352394567548,0.8630452451910051,0.8065083553210203,0.5649345679957144,1.4841506366838255
192,MultinomialNB,NTLK,Count,"(1, 1)",18,Clean,0.8346215657763832,0.8392391870766024,0.8280467445742905,0.8742027412131904,0.7834327834327834,0.5639396954159333,1.4799837155652056
193,LogisticRegression,NTLK,Count,"(1, 1)",18,Clean,0.8393663426953394,0.8554086862692204,0.8183265522731293,0.8606323788845163,0.8118638118638118,0.5639396954159333,1.4883973402089836
194,MultinomialNB,NTLK,Count,"(1, 1)",19,Clean,0.8399785719752048,0.8522219300552195,0.8229262039919428,0.8701839173043362,0.7999288002847988,0.5700619882145863,1.4734863740099344
195,LogisticRegression,NTLK,Count,"(1, 1)",19,Clean,0.8409734445549858,0.8633473143011771,0.8118393234672304,0.8566250503423278,0.8202207191171236,0.5700619882145863,1.4752315747080145
196,MultinomialNB,NTLK,Count,"(1, 1)",20,Clean,0.8408969158950027,0.8429470372312533,0.8380216951645523,0.8794966488852414,0.7918693537178596,0.5595010331369098,1.5029407741758993
197,LogisticRegression,NTLK,Count,"(1, 1)",20,Clean,0.84059080125507,0.8552595814079913,0.8216850586792783,0.8607577622760224,0.8149756775538568,0.5595010331369098,1.5023936533989877
198,MultinomialNB,NTLK,Count,"(1, 2)",10,Clean,0.8456416928139588,0.838961371194679,0.8555915412459516,0.8964056307229739,0.7810434782608696,0.5599602050968088,1.5101817684843515
199,LogisticRegression,NTLK,Count,"(1, 2)",10,Clean,0.8545190173720059,0.8645665051157781,0.8412839155878702,0.8776821101544349,0.8250434782608695,0.5599602050968088,1.5260352603526035
200,MultinomialNB,NTLK,Count,"(1, 2)",11,Clean,0.8454121068340094,0.8368641380185209,0.8584104938271605,0.8998772336652572,0.7758019525801952,0.561031606336573,1.5068885554494613
201,LogisticRegression,NTLK,Count,"(1, 2)",11,Clean,0.8523762148924773,0.8626476906552094,0.8387613454351308,0.8764152230255081,0.821652719665272,0.561031606336573,1.519301595962352
202,MultinomialNB,NTLK,Count,"(1, 2)",12,Clean,0.8439580622943292,0.8363406940063092,0.8556981719175418,0.8993215739484396,0.7723363173600141,0.5640162240759165,1.496336499321574
203,LogisticRegression,NTLK,Count,"(1, 2)",12,Clean,0.849927297773016,0.8620966662203775,0.8336906037870668,0.8736770691994573,0.8192030893452694,0.5640162240759165,1.506919945725916
204,MultinomialNB,NTLK,Count,"(1, 2)",13,Clean,0.8419683171347669,0.8351634320735445,0.8521489971346705,0.89419002050581,0.7755563282336578,0.5598071477768424,1.5040328092959674
205,LogisticRegression,NTLK,Count,"(1, 2)",13,Clean,0.8512282849927297,0.8601314201421483,0.8393939393939394,0.8768284347231715,0.8186717663421419,0.5598071477768424,1.5205741626794258
206,MultinomialNB,NTLK,Count,"(1, 2)",14,Clean,0.8375296548557435,0.8260869565217391,0.8548356085368198,0.8959051426995726,0.7647058823529411,0.5550623708578862,1.5088928719150698
207,LogisticRegression,NTLK,Count,"(1, 2)",14,Clean,0.8513048136527129,0.8601465002712968,0.8398595258999122,0.8742589273404109,0.8226694186446508,0.5550623708578862,1.533710188887357
208,MultinomialNB,NTLK,Count,"(1, 2)",15,Clean,0.8518405142725951,0.8456563094483196,0.8612504824392127,0.9026668471639366,0.7857394366197183,0.5653172112956302,1.506836334100447
209,LogisticRegression,NTLK,Count,"(1, 2)",15,Clean,0.8549016606719216,0.8664086480715334,0.8394330821672049,0.8788412075267361,0.8237676056338028,0.5653172112956302,1.5122512521998106
210,MultinomialNB,NTLK,Count,"(1, 2)",16,Clean,0.8434988903344303,0.8340891912320484,0.8580620003899395,0.9009389032521431,0.7696747114375656,0.56240912221627,1.49979589059736
211,LogisticRegression,NTLK,Count,"(1, 2)",16,Clean,0.8488558965332517,0.8577896138482024,0.8367824365664928,0.8765818478704586,0.8132214060860441,0.56240912221627,1.5093209960538847
212,MultinomialNB,NTLK,Count,"(1, 2)",17,Clean,0.8430397183745313,0.8365955297386034,0.852952602952603,0.8974532646979139,0.7723834652594547,0.5649345679957144,1.4922785153075049
213,LogisticRegression,NTLK,Count,"(1, 2)",17,Clean,0.8487028392132854,0.8623139831076552,0.8305991440798859,0.8713085884584123,0.819349164467898,0.5649345679957144,1.5023028989433758
214,MultinomialNB,NTLK,Count,"(1, 2)",18,Clean,0.8464835080737736,0.837338029940873,0.8606877686596327,0.9032433165965531,0.773078273078273,0.5639396954159333,1.5010177771746505
215,LogisticRegression,NTLK,Count,"(1, 2)",18,Clean,0.8513048136527129,0.8609632783395423,0.8382273464240677,0.878138146288506,0.8166023166023166,0.5639396954159333,1.5095671054417152
216,MultinomialNB,NTLK,Count,"(1, 2)",19,Clean,0.8502334124129487,0.8485656257933486,0.852765465407593,0.8974358974358975,0.7876468494126023,0.5700619882145863,1.4914753658209157
217,LogisticRegression,NTLK,Count,"(1, 2)",19,Clean,0.8529119155123593,0.8700950850408464,0.83,0.8721976104175057,0.8273406906372375,0.5700619882145863,1.4961739830849778
218,MultinomialNB,NTLK,Count,"(1, 2)",20,Clean,0.8493150684931506,0.8404282436910527,0.8626699865926067,0.901928600738613,0.7824878387769284,0.5595010331369098,1.5179865955409655
219,LogisticRegression,NTLK,Count,"(1, 2)",20,Clean,0.8487028392132854,0.8603080248581464,0.8335392762577228,0.8710162768431131,0.8203613620569841,0.5595010331369098,1.5168923539871426
220,MultinomialNB,NTLK,TFIDF,"(1, 1)",10,Clean,0.8052345603428483,0.7637629891664824,0.8985327033076349,0.9442394423944239,0.6283478260869565,0.5599602050968088,1.4380210468771353
221,LogisticRegression,NTLK,TFIDF,"(1, 1)",10,Clean,0.8350807377362822,0.8365058670143416,0.8330554011487864,0.8768621019543529,0.7819130434782608,0.5599602050968088,1.4913215798824655
222,MultinomialNB,NTLK,TFIDF,"(1, 1)",11,Clean,0.8017142419836228,0.7610132158590308,0.8944068221720592,0.9425726367480562,0.6216875871687587,0.561031606336573,1.4290001364070386
223,LogisticRegression,NTLK,TFIDF,"(1, 1)",11,Clean,0.8327848779367873,0.8364278242677824,0.8276434766562096,0.8725958259446187,0.7819037656903766,0.561031606336573,1.4843813940799346
224,MultinomialNB,NTLK,TFIDF,"(1, 1)",12,Clean,0.8110507385015688,0.7703850822023612,0.903096903096903,0.9473541383989145,0.634720028084957,0.5640162240759165,1.4379918588873812
225,LogisticRegression,NTLK,TFIDF,"(1, 1)",12,Clean,0.8343154511364506,0.8382945534901859,0.8286192780052103,0.8750339213025781,0.7816394593645778,0.5640162240759165,1.4792401628222522
226,MultinomialNB,NTLK,TFIDF,"(1, 1)",13,Clean,0.8025560572434377,0.7608815426997245,0.8972945891783567,0.9439507860560492,0.622739916550765,0.5598071477768424,1.4336295283663707
227,LogisticRegression,NTLK,TFIDF,"(1, 1)",13,Clean,0.8305655467972756,0.8329199843362486,0.8272290048094709,0.8723171565276828,0.7774687065368567,0.5598071477768424,1.4836637047163364
228,MultinomialNB,NTLK,TFIDF,"(1, 1)",14,Clean,0.7955154205249866,0.7512890839275919,0.8975202429149798,0.9441610368123535,0.6100791193670451,0.5550623708578862,1.4332000551495934
229,LogisticRegression,NTLK,TFIDF,"(1, 1)",14,Clean,0.828422744317747,0.8273879524369528,0.8298854820834872,0.8730180614917965,0.7727898176814586,0.5550623708578862,1.492485867916724
230,MultinomialNB,NTLK,TFIDF,"(1, 1)",15,Clean,0.809749751281855,0.7702061969346125,0.8994497248624312,0.9455800731013944,0.6330985915492958,0.5653172112956302,1.4323812102341953
231,LogisticRegression,NTLK,TFIDF,"(1, 1)",15,Clean,0.8394428713553226,0.8459123610202747,0.8303209147915899,0.8754568837146338,0.7926056338028169,0.5653172112956302,1.4849059157980238
232,MultinomialNB,NTLK,TFIDF,"(1, 1)",16,Clean,0.8006428407438586,0.7578260869565218,0.9025084044478924,0.9487005034698598,0.6103532703742567,0.56240912221627,1.4235950469451626
233,LogisticRegression,NTLK,TFIDF,"(1, 1)",16,Clean,0.8311777760771409,0.8305694819385525,0.8320726172465961,0.8791672336372296,0.7694998251136761,0.56240912221627,1.4778881480473534
234,MultinomialNB,NTLK,TFIDF,"(1, 1)",17,Clean,0.7987296242442795,0.7591057797164668,0.8919681806517834,0.9429693849905175,0.6114335971855761,0.5649345679957144,1.4138444865890003
235,LogisticRegression,NTLK,TFIDF,"(1, 1)",17,Clean,0.8298002601974439,0.8332041343669251,0.8248545147362493,0.8736114874017882,0.7729111697449428,0.5649345679957144,1.468843131942563
236,MultinomialNB,NTLK,TFIDF,"(1, 1)",18,Clean,0.8038570444631514,0.7633713283647523,0.8975399442049201,0.9451757361921563,0.6210951210951211,0.5639396954159333,1.4254308590039355
237,LogisticRegression,NTLK,TFIDF,"(1, 1)",18,Clean,0.8319430626769725,0.8343891402714932,0.8283945986496624,0.8758311846926313,0.7751842751842751,0.5639396954159333,1.4752340887501696
238,MultinomialNB,NTLK,TFIDF,"(1, 1)",19,Clean,0.816254687380424,0.7801953818827708,0.896279871889628,0.9434823466237079,0.6475614097543609,0.5700619882145863,1.431870049671097
239,LogisticRegression,NTLK,TFIDF,"(1, 1)",19,Clean,0.8349276804163159,0.8470619097586569,0.8179312878927062,0.8669620083232649,0.7924528301886793,0.5700619882145863,1.4646261243119882
240,MultinomialNB,NTLK,TFIDF,"(1, 1)",20,Clean,0.8063059615826127,0.7641467727674625,0.9012192087583976,0.9456982628915334,0.6292564280750521,0.5595010331369098,1.4411161263848995
241,LogisticRegression,NTLK,TFIDF,"(1, 1)",20,Clean,0.8356164383561644,0.8384685984004195,0.8316176470588236,0.8747093420872658,0.7859624739402363,0.5595010331369098,1.4935029407741758
242,MultinomialNB,NTLK,TFIDF,"(1, 2)",10,Clean,0.7492155812351726,0.6957743748788525,0.9497999272462714,0.981139811398114,0.45408695652173914,0.5599602050968088,1.3379800464671314
243,LogisticRegression,NTLK,TFIDF,"(1, 2)",10,Clean,0.8343154511364506,0.8293275377141396,0.8417540514775977,0.8865655323219899,0.7678260869565218,0.5599602050968088,1.4899548995489953
244,MultinomialNB,NTLK,TFIDF,"(1, 2)",11,Clean,0.7481441799954083,0.6953200541481338,0.9486238532110092,0.9809030145955532,0.45066248256624825,0.561031606336573,1.3335152093848044
245,LogisticRegression,NTLK,TFIDF,"(1, 2)",11,Clean,0.8311012474171577,0.8270359969364309,0.8371870819797439,0.8837812031100805,0.7637726638772664,0.561031606336573,1.4813804392306644
246,MultinomialNB,NTLK,TFIDF,"(1, 2)",12,Clean,0.7566388612535394,0.7033980582524272,0.9548247199132635,0.9830393487109905,0.46375285237844477,0.5640162240759165,1.3415196743554951
247,LogisticRegression,NTLK,TFIDF,"(1, 2)",12,Clean,0.8289584449376292,0.8281150159744409,0.8302174742464709,0.8792401628222524,0.7639108302615412,0.5640162240759165,1.469742198100407
248,MultinomialNB,NTLK,TFIDF,"(1, 2)",13,Clean,0.7433228744164689,0.6900854208657261,0.9527945619335347,0.9829118250170882,0.4386300417246175,0.5598071477768424,1.3278195488721805
249,LogisticRegression,NTLK,TFIDF,"(1, 2)",13,Clean,0.8320961199969389,0.825390773922989,0.8422470180838784,0.8879015721120984,0.7611265646731572,0.5598071477768424,1.4863978127136024
250,MultinomialNB,NTLK,TFIDF,"(1, 2)",14,Clean,0.735823065738119,0.6818834338214184,0.9511077158135982,0.9823521301530401,0.4282765737874097,0.5550623708578862,1.3256583482696818
251,LogisticRegression,NTLK,TFIDF,"(1, 2)",14,Clean,0.824672839978572,0.8192228512609367,0.8326723323890463,0.8778436509030746,0.7583419332645339,0.5550623708578862,1.485730042740935
252,MultinomialNB,NTLK,TFIDF,"(1, 2)",15,Clean,0.754113415474095,0.702267881372359,0.9487086213168425,0.9809124136997428,0.4591549295774648,0.5653172112956302,1.3339650737782591
253,LogisticRegression,NTLK,TFIDF,"(1, 2)",15,Clean,0.8347746230963495,0.8338441890166028,0.8361657437464197,0.8838500067686477,0.7709507042253522,0.5653172112956302,1.4766481656964938
254,MultinomialNB,NTLK,TFIDF,"(1, 2)",16,Clean,0.7427871737965869,0.6903034930330215,0.95519505600618,0.9842155395291876,0.43249387897866387,0.56240912221627,1.320723908014696
255,LogisticRegression,NTLK,TFIDF,"(1, 2)",16,Clean,0.8313308333971072,0.8262523779327837,0.8390582786568892,0.8865151721322629,0.7604057362714236,0.56240912221627,1.4781602939175398
256,MultinomialNB,NTLK,TFIDF,"(1, 2)",17,Clean,0.7463074921558124,0.6952472395583293,0.9468325791855203,0.9808994852343539,0.441688654353562,0.5649345679957144,1.3210512056353292
257,LogisticRegression,NTLK,TFIDF,"(1, 2)",17,Clean,0.8287288589576797,0.8263131184978432,0.8324011571841852,0.8822812246003793,0.7591908531222515,0.5649345679957144,1.4669466269303713
258,MultinomialNB,NTLK,TFIDF,"(1, 2)",18,Clean,0.745159562256065,0.6942387227084736,0.9434456928838951,0.979508752883702,0.4420849420849421,0.5639396954159333,1.3213461799430046
259,LogisticRegression,NTLK,TFIDF,"(1, 2)",18,Clean,0.8259738271982857,0.8227543392879767,0.8308851952068033,0.8812593296241009,0.7544752544752544,0.5639396954159333,1.4646492061338037
260,MultinomialNB,NTLK,TFIDF,"(1, 2)",19,Clean,0.7630672686921252,0.712113829061495,0.9493941553813258,0.9809370385286615,0.47419010323958705,0.5700619882145863,1.3385689354275743
261,LogisticRegression,NTLK,TFIDF,"(1, 2)",19,Clean,0.8373765975357772,0.8425997425997426,0.8297149329809326,0.8789099207947375,0.7823068707725169,0.5700619882145863,1.4689220029534167
262,MultinomialNB,NTLK,TFIDF,"(1, 2)",20,Clean,0.7453891482360144,0.6924265842349304,0.947329650092081,0.9804404322254138,0.44683808200138986,0.5595010331369098,1.3322390917795104
263,LogisticRegression,NTLK,TFIDF,"(1, 2)",20,Clean,0.8291880309175786,0.8266237942122187,0.8329554043839759,0.8790863083025577,0.7658095899930507,0.5595010331369098,1.4820134044590343
264,MultinomialNB,SPACY,Count,"(1, 1)",10,Clean,0.8474783806535547,0.8544607190412783,0.8380421090516466,0.8769987699876999,0.8099130434782609,0.5599602050968088,1.5134618012846794
265,LogisticRegression,SPACY,Count,"(1, 1)",10,Clean,0.850386469732915,0.861808367071525,0.835425136998409,0.8727620609539428,0.8219130434782609,0.5599602050968088,1.5186551865518654
266,MultinomialNB,SPACY,Count,"(1, 1)",11,Clean,0.8440345909543124,0.8505762352629488,0.8350851757883291,0.8758695948710954,0.803347280334728,0.561031606336573,1.5044332287546038
267,LogisticRegression,SPACY,Count,"(1, 1)",11,Clean,0.8480906099334201,0.8608261339092873,0.8314189786181304,0.8698676851725549,0.8202580195258019,0.561031606336573,1.511662801800573
268,MultinomialNB,SPACY,Count,"(1, 1)",12,Clean,0.845259049514043,0.8535166578529878,0.8339087770307105,0.8759837177747626,0.805511672810251,0.5640162240759165,1.4986431478968791
269,LogisticRegression,SPACY,Count,"(1, 1)",12,Clean,0.8389836993954236,0.8512540021344717,0.8224735236043799,0.8658073270013569,0.8042829559417237,0.5640162240759165,1.487516960651289
270,MultinomialNB,SPACY,Count,"(1, 1)",13,Clean,0.8420448457947501,0.8489964110062475,0.8326118326118326,0.8731373889268627,0.8025034770514604,0.5598071477768424,1.5041695146958307
271,LogisticRegression,SPACY,Count,"(1, 1)",13,Clean,0.8428101323945818,0.8566779661016949,0.8248418833450457,0.8637047163362953,0.8162378303198887,0.5598071477768424,1.5055365686944637
272,MultinomialNB,SPACY,Count,"(1, 1)",14,Clean,0.8395959286752889,0.8429312408564968,0.8350757029560202,0.8738453053908728,0.7968696250429996,0.5550623708578862,1.5126154694609129
273,LogisticRegression,SPACY,Count,"(1, 1)",14,Clean,0.8419683171347669,0.850730124391563,0.8305413507317934,0.8675031021646216,0.8101135190918473,0.5550623708578862,1.5168895629394734
274,MultinomialNB,SPACY,Count,"(1, 1)",15,Clean,0.8454121068340094,0.8540704578440428,0.8334548104956269,0.8762691214295384,0.805281690140845,0.5653172112956302,1.495465006091783
275,LogisticRegression,SPACY,Count,"(1, 1)",15,Clean,0.8450294635340935,0.8615156418554477,0.823394089541674,0.8648977934208745,0.8191901408450705,0.5653172112956302,1.4947881413293624
276,MultinomialNB,SPACY,Count,"(1, 1)",16,Clean,0.8433458330144639,0.8446437857514301,0.8414883720930233,0.8840658593005851,0.7910108429520811,0.56240912221627,1.4995237447271736
277,LogisticRegression,SPACY,Count,"(1, 1)",16,Clean,0.8419683171347669,0.8521727539322848,0.8282120395327942,0.8699142740508913,0.8060510668065757,0.56240912221627,1.4970744318954958
278,MultinomialNB,SPACY,Count,"(1, 1)",17,Clean,0.8412030305349353,0.8482740517128232,0.8313142437591777,0.8755079924139799,0.7966578715919085,0.5649345679957144,1.489027363858033
279,LogisticRegression,SPACY,Count,"(1, 1)",17,Clean,0.8431927756944976,0.8579675124177742,0.8236027055891777,0.8657545380655649,0.813896218117854,0.5649345679957144,1.4925494445949608
280,MultinomialNB,SPACY,Count,"(1, 1)",18,Clean,0.8427336037345986,0.8493294767288982,0.8335469694195202,0.8766454064323518,0.7988767988767989,0.5639396954159333,1.4943682996336003
281,LogisticRegression,SPACY,Count,"(1, 1)",18,Clean,0.8441111196142955,0.8567987152034261,0.8271671134941913,0.8687745962817207,0.8122148122148122,0.5639396954159333,1.4968109648527617
282,MultinomialNB,SPACY,Count,"(1, 1)",19,Clean,0.8483967245733527,0.8615445649299127,0.8303360581289737,0.8746140421533092,0.8136347454610181,0.5700619882145863,1.4882534568398444
283,LogisticRegression,SPACY,Count,"(1, 1)",19,Clean,0.8431927756944976,0.8642741500269833,0.8155614500442087,0.8599812055309437,0.8209327162691349,0.5700619882145863,1.4791247147268092
284,MultinomialNB,SPACY,Count,"(1, 1)",20,Clean,0.8435754189944135,0.8487617534101444,0.8364757070340827,0.876624264806456,0.8015983321751217,0.5595010331369098,1.5077280809738751
285,LogisticRegression,SPACY,Count,"(1, 1)",20,Clean,0.8435754189944135,0.8596203741635942,0.8231197771587744,0.8610313226644782,0.8214037526059764,0.5595010331369098,1.5077280809738751
286,MultinomialNB,SPACY,Count,"(1, 2)",10,Clean,0.8513813423126961,0.8540376761954946,0.8476990504017531,0.8860188601886019,0.807304347826087,0.5599602050968088,1.5204318709853766
287,LogisticRegression,SPACY,Count,"(1, 2)",10,Clean,0.854595546031989,0.8631183804799571,0.8432596291012838,0.8798687986879868,0.8224347826086956,0.5599602050968088,1.5261719283859505
