,model,tokenizer,vectorizer,ngram,random_state,data_type,accuracy,dem_precision,rep_precision,dem_recall,rep_recall,null_accuracy,lift
50,LogisticRegression,SPACY,Count,"(1, 2)",13,Clean,0.8513813423126961,0.8610401827711329,0.8386064699608958,0.8758714969241285,0.8202364394993046,0.5598071477768424,1.5208475734791527
51,LogisticRegressionCV,SPACY,Count,"(1, 2)",13,Clean,0.8542894313920564,0.8633982538616521,0.8422269654927073,0.8787423103212577,0.8231919332406119,0.5598071477768424,1.5260423786739579
52,LogisticRegression,SPACY,Count,"(1, 2)",14,Clean,0.8465600367337568,0.8538295577130529,0.8370199964608034,0.8730180614917965,0.8135534915720675,0.5550623708578862,1.5251620019302359
53,LogisticRegressionCV,SPACY,Count,"(1, 2)",14,Clean,0.8472487946736053,0.8534355250773161,0.8390763765541741,0.8750861712394871,0.8125214998280014,0.5550623708578862,1.5264028677788501
54,LogisticRegression,SPACY,Count,"(1, 2)",15,Clean,0.8555904186117701,0.8670581954084357,0.8401793721973094,0.8793826993366726,0.8246478873239437,0.5653172112956302,1.5134696087721675
55,LogisticRegressionCV,SPACY,Count,"(1, 2)",15,Clean,0.8559730619116859,0.8649078615935304,0.8437726285300506,0.8831731420062272,0.8205985915492958,0.5653172112956302,1.5141464735345878
56,LogisticRegression,SPACY,Count,"(1, 2)",16,Clean,0.8500803550929823,0.8590460964561684,0.837978780794821,0.8773982854810178,0.8149702693249388,0.56240912221627,1.511498163015376
57,LogisticRegressionCV,SPACY,Count,"(1, 2)",16,Clean,0.8506925843728477,0.8587187666135034,0.8397979433519754,0.8791672336372296,0.8140958377054914,0.56240912221627,1.5125867464961218
58,LogisticRegression,SPACY,Count,"(1, 2)",17,Clean,0.8478610239534706,0.8588344864289515,0.8330030625112592,0.874424275264156,0.8133685136323658,0.5649345679957144,1.500812787862368
59,LogisticRegressionCV,SPACY,Count,"(1, 2)",17,Clean,0.8487028392132854,0.8592316894855776,0.8344155844155844,0.875643457057708,0.8137203166226913,0.5649345679957144,1.5023028989433758
60,LogisticRegression,SPACY,Count,"(1, 2)",18,Clean,0.8526823295324099,0.8608165429480382,0.8415716096324461,0.8812593296241009,0.8157248157248157,0.5639396954159333,1.5120097706608766
61,LogisticRegressionCV,SPACY,Count,"(1, 2)",18,Clean,0.853218030152292,0.860277594183741,0.8435114503816794,0.8831591803501153,0.8144963144963145,0.5639396954159333,1.5129596960238838
62,LogisticRegression,SPACY,Count,"(1, 2)",19,Clean,0.847631437973521,0.8648395721925134,0.8245928047252551,0.8684387166062558,0.8200427198291207,0.5700619882145863,1.486910994764398
63,LogisticRegressionCV,SPACY,Count,"(1, 2)",19,Clean,0.850386469732915,0.8673442096817331,0.8276972624798712,0.8707209021345147,0.8234247063011748,0.5700619882145863,1.491743858236005
64,LogisticRegression,SPACY,Count,"(1, 2)",20,Clean,0.849927297773016,0.859930032292788,0.8367346938775511,0.8741622213103543,0.8191452397498262,0.5595010331369098,1.5190808370947886
65,LogisticRegressionCV,SPACY,Count,"(1, 2)",20,Clean,0.8516109282926456,0.861507402422611,0.8385666134468689,0.8755300232526331,0.8212300208478109,0.5595010331369098,1.5220900013678018
