,model,tokenizer,vectorizer,ngram,random_state,data_type,accuracy,dem_precision,rep_precision,dem_recall,rep_recall,null_accuracy,lift
30,MultinomialNB,SPACY,Count,"(1, 2)",1,Clean,0.8483201959133696,0.8510998307952623,0.8443536404160475,0.8864036871356921,0.7989455184534271,0.5645519246957986,1.502643350955673
31,RandomForestClassifier,SPACY,Count,"(1, 2)",1,Clean,0.8114333818014846,0.7863387341181955,0.8594028520499108,0.9144638742036058,0.6778558875219683,0.5645519246957986,1.437305137589806
32,LogisticRegression,SPACY,Count,"(1, 2)",1,Clean,0.8525292722124436,0.8585526315789473,0.8441558441558441,0.884505896705978,0.8110720562390158,0.5645519246957986,1.5100989562152636
33,MultinomialNB,SPACY,Count,"(1, 2)",2,Clean,0.850386469732915,0.8470588235294118,0.855085840871331,0.891947694425327,0.7983453981385729,0.5559807147776843,1.5295251204404678
34,RandomForestClassifier,SPACY,Count,"(1, 2)",2,Clean,0.8051580316828653,0.7776208965760678,0.8563922942206655,0.9097040605643496,0.6742502585315409,0.5559807147776843,1.4481761871988987
35,LogisticRegression,SPACY,Count,"(1, 2)",2,Clean,0.8490089538532181,0.8499074318963237,0.8477747502270663,0.8846524432209222,0.8043778007583592,0.5559807147776843,1.527047487955953
36,MultinomialNB,SPACY,TFIDF,"(1, 1)",1,Clean,0.8200045917195989,0.7842516121733227,0.8947492904446547,0.9396773756269486,0.6648506151142355,0.5645519246957986,1.4524874610275178
37,RandomForestClassifier,SPACY,TFIDF,"(1, 1)",1,Clean,0.8049284457029158,0.78440150801131,0.8429788163354445,0.9025349057882608,0.6783831282952548,0.5645519246957986,1.4257828385522568
38,LogisticRegression,SPACY,TFIDF,"(1, 1)",1,Clean,0.8387541134154741,0.8402634297520661,0.8365583317678001,0.882065880439203,0.7826010544815466,0.5645519246957986,1.4856987935475126
39,MultinomialNB,SPACY,TFIDF,"(1, 1)",2,Clean,0.8166373306803398,0.7752402487280949,0.9033633349123638,0.9438403303509979,0.6573595311961392,0.5559807147776843,1.4688231245698555
40,RandomForestClassifier,SPACY,TFIDF,"(1, 1)",2,Clean,0.8059233182826969,0.7785369301448934,0.8567059851463521,0.9097040605643496,0.675973802137194,0.5559807147776843,1.449552649690296
41,LogisticRegression,SPACY,TFIDF,"(1, 1)",2,Clean,0.8349276804163159,0.8299741602067183,0.8421250234653651,0.8842395044735031,0.7731816614960358,0.5559807147776843,1.5017205781142462
42,MultinomialNB,SPACY,TFIDF,"(1, 2)",1,Clean,0.783576949567613,0.7310309801929914,0.9441340782122905,0.9755998373322489,0.534622144112478,0.5645519246957986,1.3879625864172427
43,RandomForestClassifier,SPACY,TFIDF,"(1, 2)",1,Clean,0.7998010254840437,0.7740301600092092,0.8509132420091324,0.9114816320997695,0.6550087873462215,0.5645519246957986,1.416700555781483
44,LogisticRegression,SPACY,TFIDF,"(1, 2)",1,Clean,0.8280401010178312,0.8208656492369277,0.8393455548984822,0.8895214856987935,0.7483304042179262,0.5645519246957986,1.4667208892503727
45,MultinomialNB,SPACY,TFIDF,"(1, 2)",2,Clean,0.7751587969694651,0.7190442442037056,0.9489028213166144,0.9775636613902271,0.5217166494312306,0.5559807147776843,1.394218857536132
46,RandomForestClassifier,SPACY,TFIDF,"(1, 2)",2,Clean,0.7958980638249025,0.7600090477267587,0.8710059171597633,0.9249827942188575,0.6342640468803861,0.5559807147776843,1.4315209910529938
47,LogisticRegression,SPACY,TFIDF,"(1, 2)",2,Clean,0.824672839978572,0.808944099378882,0.8499103049631254,0.8963523743977977,0.7349189934505344,0.5559807147776843,1.483275980729525
