,model,tokenizer,vectorizer,ngram,random_state,data_type,accuracy,dem_precision,rep_precision,dem_recall,rep_recall,null_accuracy,lift
18,LogisticRegression,NLTK,TFIDF,"(1, 2)",19,Clean,0.8373765975357772,0.8425997425997426,0.8297149329809326,0.8789099207947375,0.7823068707725169,0.5700619882145863,1.4689220029534167
19,LogisticRegression,NLTK,TFIDF,"(1, 2)",20,Clean,0.8291880309175786,0.8266237942122187,0.8329554043839759,0.8790863083025577,0.7658095899930507,0.5595010331369098,1.4820134044590343
20,LogisticRegression,NLTK_tweet,Count,"(1, 1)",16,Clean,0.8461008647738578,0.856913613265579,0.8316335659330828,0.8719553680772895,0.8128716334382651,0.56240912221627,1.5044223703905293
21,LogisticRegression,NLTK_tweet,Count,"(1, 1)",17,Clean,0.849468125813117,0.8609518730835889,0.83399209486166,0.87483066919534,0.8165347405452946,0.5649345679957144,1.5036575453806558
22,LogisticRegression,NLTK_tweet,Count,"(1, 1)",18,Clean,0.8464069794137905,0.8581351856799359,0.8306755061816878,0.871760075994029,0.8136188136188136,0.5639396954159333,1.500882073551364
23,LogisticRegression,NLTK_tweet,Count,"(1, 1)",19,Clean,0.8477844952934874,0.870119305856833,0.8188367597961694,0.8615921600214794,0.8294766820932716,0.5700619882145863,1.4871794871794874
24,LogisticRegression,NLTK_tweet,Count,"(1, 1)",20,Clean,0.8478610239534706,0.862355343771273,0.829255505068158,0.8663657502393654,0.824357192494788,0.5595010331369098,1.5153877718506361
25,LogisticRegression,NLTK_tweet,Count,"(1, 2)",16,Clean,0.8525292722124436,0.8604094655676682,0.8418394950405771,0.8806640359232548,0.8163693599160545,0.56240912221627,1.5158524969383589
26,LogisticRegression,NLTK_tweet,Count,"(1, 2)",17,Clean,0.8482436672533864,0.8601734489659774,0.8321966977745873,0.8733405581143322,0.8156552330694811,0.5649345679957144,1.501490111081008
27,LogisticRegression,NLTK_tweet,Count,"(1, 2)",18,Clean,0.8483967245733527,0.8571996817820207,0.8363800904977375,0.8773239245487855,0.810986310986311,0.5639396954159333,1.504410367756819
28,LogisticRegression,NLTK_tweet,Count,"(1, 2)",19,Clean,0.8533710874722583,0.8720914593140552,0.8286576704545454,0.8704524097194254,0.8307226771092916,0.5700619882145863,1.4969794603302458
29,LogisticRegression,NLTK_tweet,Count,"(1, 2)",20,Clean,0.8511517563327466,0.8624696028100514,0.8363636363636363,0.8732047599507591,0.8231410701876303,0.5595010331369098,1.5212693202024348
30,LogisticRegression,NLTK_tweet,TFIDF,"(1, 1)",16,Clean,0.8319430626769725,0.8309569685292229,0.8333964407421431,0.8802558171179752,0.769849597761455,0.56240912221627,1.4792488773982853
31,LogisticRegression,NLTK_tweet,TFIDF,"(1, 1)",17,Clean,0.8332440498966863,0.8370255214406012,0.8277860882572925,0.8752370631265239,0.7787159190853122,0.5649345679957144,1.4749390409103225
32,LogisticRegression,NLTK_tweet,TFIDF,"(1, 1)",18,Clean,0.8346980944363664,0.8359344769766542,0.8328942416258939,0.8794951825213734,0.7767637767637767,0.5639396954159333,1.4801194191884923
33,LogisticRegression,NLTK_tweet,TFIDF,"(1, 1)",19,Clean,0.8409734445549858,0.853494800579176,0.823583180987203,0.8704524097194254,0.8018867924528302,0.5700619882145863,1.4752315747080145
34,LogisticRegression,NLTK_tweet,TFIDF,"(1, 1)",20,Clean,0.8386010560955077,0.8396448158788196,0.837123312996857,0.8794966488852414,0.7866574009728978,0.5595010331369098,1.498837368349063
35,LogisticRegression,NLTK_tweet,TFIDF,"(1, 2)",16,Clean,0.8265860564781511,0.8206130944871957,0.8357976653696498,0.8851544427813308,0.751311647429171,0.56240912221627,1.4697237719417606
36,LogisticRegression,NLTK_tweet,TFIDF,"(1, 2)",17,Clean,0.8262799418382184,0.8251081149834648,0.8280499519692603,0.8787591438634517,0.7581354441512753,0.5649345679957144,1.4626117583310756
37,LogisticRegression,NLTK_tweet,TFIDF,"(1, 2)",18,Clean,0.8259738271982857,0.8234920634920635,0.8297380585516179,0.8800379970145202,0.756054756054756,0.5639396954159333,1.4646492061338037
38,LogisticRegression,NLTK_tweet,TFIDF,"(1, 2)",19,Clean,0.8354633810361981,0.840596477696362,0.8279122541603631,0.8778359511343804,0.7792808828764685,0.5700619882145863,1.4655658477648008
39,LogisticRegression,NLTK_tweet,TFIDF,"(1, 2)",20,Clean,0.832172648656922,0.8264863485583057,0.8406961178045516,0.8860620982081795,0.763724808895066,0.5595010331369098,1.4873478320339213
40,LogisticRegression,SPACY,Count,"(1, 1)",16,Clean,0.8419683171347669,0.8521727539322848,0.8282120395327942,0.8699142740508913,0.8060510668065757,0.56240912221627,1.4970744318954958
41,LogisticRegression,SPACY,Count,"(1, 1)",17,Clean,0.8431927756944976,0.8579675124177742,0.8236027055891777,0.8657545380655649,0.813896218117854,0.5649345679957144,1.4925494445949608
42,LogisticRegression,SPACY,Count,"(1, 1)",18,Clean,0.8441111196142955,0.8567987152034261,0.8271671134941913,0.8687745962817207,0.8122148122148122,0.5639396954159333,1.4968109648527617
43,LogisticRegression,SPACY,Count,"(1, 1)",19,Clean,0.8431927756944976,0.8642741500269833,0.8155614500442087,0.8599812055309437,0.8209327162691349,0.5700619882145863,1.4791247147268092
44,LogisticRegression,SPACY,Count,"(1, 1)",20,Clean,0.8435754189944135,0.8596203741635942,0.8231197771587744,0.8610313226644782,0.8214037526059764,0.5595010331369098,1.5077280809738751
45,LogisticRegression,SPACY,Count,"(1, 2)",16,Clean,0.8500803550929823,0.8590460964561684,0.837978780794821,0.8773982854810178,0.8149702693249388,0.56240912221627,1.511498163015376
46,LogisticRegression,SPACY,Count,"(1, 2)",17,Clean,0.8478610239534706,0.8588344864289515,0.8330030625112592,0.874424275264156,0.8133685136323658,0.5649345679957144,1.500812787862368
47,LogisticRegression,SPACY,Count,"(1, 2)",18,Clean,0.8526823295324099,0.8608165429480382,0.8415716096324461,0.8812593296241009,0.8157248157248157,0.5639396954159333,1.5120097706608766
48,LogisticRegression,SPACY,Count,"(1, 2)",19,Clean,0.847631437973521,0.8648395721925134,0.8245928047252551,0.8684387166062558,0.8200427198291207,0.5700619882145863,1.486910994764398
49,LogisticRegression,SPACY,Count,"(1, 2)",20,Clean,0.849927297773016,0.859930032292788,0.8367346938775511,0.8741622213103543,0.8191452397498262,0.5595010331369098,1.5190808370947886
50,LogisticRegression,SPACY,TFIDF,"(1, 1)",16,Clean,0.834009336496518,0.8357531760435571,0.8314963571828881,0.8772622125459246,0.7784190276320392,0.56240912221627,1.482922846645802
51,LogisticRegression,SPACY,TFIDF,"(1, 1)",17,Clean,0.834009336496518,0.8377607878709343,0.8285981308411215,0.8757789217014359,0.7797713280562885,0.5649345679957144,1.4762936873476022
